City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,acarau,-2.8856,-2.8856,78.26,86,52,9.89,BR,1683165206
275,puerto deseado,-47.7503,-47.7503,56.84,53,100,15.1,AR,1683165278
276,pisco,-13.7,-13.7,68.05,88,0,19.57,PE,1683165278
277,happy valley-goose bay,53.3168,53.3168,37.71,87,100,17.27,CA,1683165278
278,salinopolis,-0.6136,-0.6136,78.49,89,100,12.3,BR,1683165278
279,weno,7.4515,7.4515,80.55,94,100,5.75,FM,1683165278
280,flying fish cove,-10.4217,-10.4217,83.88,83,40,8.05,CX,1683165278
281,crane,31.3974,31.3974,74.86,57,93,16.98,US,1683165279
282,rongelap,11.1635,11.1635,81.01,77,100,18.43,MH,1683165279
283,ouesso,1.6136,1.6136,69.04,99,86,2.39,CG,1683165279
284,mirnyy,62.5353,62.5353,34.11,95,99,10.89,RU,1683165261
285,forbes,-33.3833,-33.3833,62.92,45,0,5.64,AU,1683165279
286,kolokani,13.5728,13.5728,86.81,34,59,9.42,ML,1683165279
287,hasaki,35.7333,35.7333,77.29,63,0,17.54,JP,1683165279
288,kailua-kona,19.6406,19.6406,84.16,77,0,13.8,US,1683165165
289,la paz,-16.5,-16.5,50.58,74,40,6.91,BO,1683165280
290,juuka,63.2333,63.2333,22.14,95,15,5.73,FI,1683165280
291,dawson creek,55.7666,55.7666,76.64,15,0,17.27,CA,1683165280
292,shimoda,34.6667,34.6667,71.96,62,4,11.43,JP,1683165280
293,mata-utu,-13.2816,-13.2816,79.03,80,100,11.21,WF,1683165280
294,isla mujeres,21.2311,21.2311,82.17,87,1,11.34,MX,1683165280
295,tshabong,-26.05,-26.05,70.12,42,96,10.18,BW,1683165280
296,nadym,65.5333,65.5333,31.86,97,100,12.73,RU,1683165281
297,joshimath,30.5667,30.5667,55.62,72,30,0.96,IN,1683165281
298,timbuktu,16.7735,16.7735,88.74,8,0,7.9,ML,1683165281
299,brisas de zicatela,15.8369,15.8369,83.57,71,1,4.38,MX,1683165281
300,polyarnyy,69.1989,69.1989,29.23,84,100,23.33,RU,1683165281
301,panauti,27.5814,27.5814,59.32,88,75,0.0,NP,1683165281
302,lorengau,-2.0226,-2.0226,83.86,74,97,2.28,PG,1683165281
303,al jawf,29.5,29.5,70.7,21,0,17.87,SA,1683165282
304,balsas,-7.5325,-7.5325,73.85,91,52,3.53,BR,1683165282
305,sisimiut,66.9395,66.9395,33.39,96,100,22.1,GL,1683165282
306,kodiak,57.79,57.79,38.71,93,100,24.16,US,1683165282
307,kudahuvadhoo,2.6708,2.6708,79.57,88,100,21.77,MV,1683165282
308,mabaruma,8.2,8.2,74.44,85,9,4.07,GY,1683165282
309,padang,-0.9492,-0.9492,82.45,86,100,1.48,ID,1683165283
310,kanina khas,28.3333,28.3333,73.13,69,82,6.71,IN,1683165283
311,ust-tsilma,65.441,65.441,36.05,100,100,5.88,RU,1683165283
312,mugia,43.1041,43.1041,61.92,91,4,17.76,ES,1683165283
313,yeppoon,-23.1333,-23.1333,80.38,52,3,9.31,AU,1683165283
314,chernushka,56.5072,56.5072,55.47,86,100,3.94,RU,1683165284
315,barra do corda,-5.5,-5.5,72.97,98,100,2.37,BR,1683165284
316,noumea,-22.2763,-22.2763,82.38,77,22,5.46,NC,1683165284
317,port lavaca,28.615,28.615,74.3,84,40,5.75,US,1683165284
318,hampi,15.3333,15.3333,78.75,62,78,7.47,IN,1683165284
319,griffith,41.5284,41.5284,49.3,71,0,5.75,US,1683165284
320,roccella ionica,38.322,38.322,58.35,83,34,11.23,IT,1683165284
321,petershausen,48.4,48.4,47.71,100,11,7.0,DE,1683165284
322,fort william,56.8165,56.8165,51.31,80,100,4.92,GB,1683165285
323,elizabeth city,36.2946,36.2946,58.01,60,75,8.05,US,1683165238
324,ciudad acuna,29.3232,29.3232,80.89,62,0,5.99,MX,1683165285
325,soroti,1.7146,1.7146,64.38,95,99,2.06,UG,1683165285
326,qui nhon,13.7667,13.7667,84.74,65,95,5.5,VN,1683165274
327,touros,-5.1989,-5.1989,78.46,82,13,8.48,BR,1683165285
328,caucete,-31.6518,-31.6518,59.38,35,0,1.34,AR,1683165285
329,porto novo,6.4965,6.4965,78.64,87,100,5.17,BJ,1683165285
330,kenora,49.8167,49.8167,65.37,25,40,10.36,CA,1683165286
331,sao tome,0.3365,0.3365,80.46,82,11,3.2,ST,1683165286
332,khowy,38.5503,38.5503,43.29,75,11,3.44,IR,1683165286
333,brokopondo,4.75,4.75,76.68,81,100,11.25,SR,1683165286
334,port douglas,-16.4833,-16.4833,80.19,69,80,14.25,AU,1683165286
335,wenchang,30.904,30.904,85.17,57,100,13.71,CN,1683165286
336,chernyshevskiy,63.0128,63.0128,34.7,78,100,11.18,RU,1683165286
337,vorgashor,67.5833,67.5833,27.9,93,100,3.47,RU,1683165287
338,ciudad de huitzuco,18.3,18.3,89.87,22,38,6.17,MX,1683165287
339,resen,41.0889,41.0889,47.25,92,92,2.68,MK,1683165287
340,qaqortoq,60.7167,60.7167,32.72,72,67,1.12,GL,1683165287
341,gulnar,36.3415,36.3415,54.52,28,15,4.14,TR,1683165287
342,severnoye,56.3491,56.3491,49.15,44,98,8.48,RU,1683165287
343,lakehills,29.6047,29.6047,76.71,59,65,7.31,US,1683165226
344,kavalerovo,44.2661,44.2661,74.98,37,100,9.93,RU,1683165288
345,raduzhny,62.0961,62.0961,39.47,96,100,8.7,RU,1683165288
346,musan-up,42.2261,42.2261,78.98,26,47,1.9,KP,1683165288
347,loshnitsa,54.2789,54.2789,37.2,72,27,3.6,BY,1683165288
348,carutapera,-1.195,-1.195,75.88,95,100,7.27,BR,1683165288
349,monrovia,6.3005,6.3005,79.25,84,100,6.76,LR,1683165288
350,palikir - national government center,6.9248,6.9248,77.85,100,100,5.75,FM,1683165289
351,tupiza,-21.45,-21.45,59.05,22,2,7.27,BO,1683165289
352,huntsville,34.7304,34.7304,58.33,60,0,4.21,US,1683165225
353,dryden,49.7833,49.7833,57.49,35,20,8.05,CA,1683165289
354,illapel,-31.6308,-31.6308,55.49,76,0,2.44,CL,1683165107
355,veraval,20.9,20.9,81.14,72,11,5.46,IN,1683165289
356,mayqayyng,51.4625,51.4625,45.79,35,8,8.99,KZ,1683165289
357,kano,12.0001,12.0001,82.54,33,94,7.99,NG,1683165289
358,dzhangala,49.2167,49.2167,58.06,80,74,8.9,KZ,1683165290
359,nurota,40.5614,40.5614,52.07,28,56,11.1,UZ,1683165290
360,lospalos,-8.5186,-8.5186,80.62,68,25,11.36,TL,1683165290
361,brownwood,31.7093,31.7093,79.92,53,0,13.8,US,1683165290
362,terra santa,-2.1042,-2.1042,74.68,98,88,5.01,BR,1683165290
363,codrington,-38.2667,-38.2667,59.85,51,81,7.18,AU,1683165290
364,south valley,35.0101,35.0101,76.59,21,75,16.11,US,1683165290
365,pak phanang,8.3511,8.3511,87.82,71,58,5.14,TH,1683165290
366,coquimbo,-29.9533,-29.9533,56.93,82,75,3.44,CL,1683165291
367,mumford,5.2618,5.2618,81.01,81,73,6.55,GH,1683165291
368,madinat ash shamal,26.1293,26.1293,78.4,61,0,20.13,QA,1683165291
369,bay roberts,47.5999,47.5999,40.33,97,100,8.99,CA,1683165291
370,olonkinbyen,70.9221,70.9221,31.44,80,52,19.55,SJ,1683165291
371,yuzhno-kurilsk,44.0306,44.0306,56.28,60,72,4.5,RU,1683165291
372,muisne,0.6,0.6,80.11,87,100,6.6,EC,1683165291
373,tofol,5.3248,5.3248,83.34,74,100,5.79,FM,1683165291
374,queenstown,-31.8976,-31.8976,47.19,76,2,2.89,ZA,1683165107
375,thunder bay,48.4001,48.4001,44.58,75,100,8.05,CA,1683165292
376,sungjibaegam,41.2428,41.2428,67.91,25,94,5.88,KP,1683165292
377,jumla,29.2747,29.2747,48.36,97,100,2.93,NP,1683165292
378,colonia menno,-22.3667,-22.3667,59.43,82,100,3.83,PY,1683165292
379,butajira,8.1167,8.1167,60.87,81,94,1.72,ET,1683165292
380,laguna,38.421,38.421,63.05,52,0,4.61,US,1683165292
381,itoman,26.1247,26.1247,78.82,81,75,17.27,JP,1683165293
382,kanniyakumari,8.0833,8.0833,81.72,79,100,4.56,IN,1683165293
383,xilin hot,43.9667,43.9667,56.48,61,90,14.16,CN,1683165293
384,champerico,14.3,14.3,84.85,75,68,7.81,GT,1683165293
385,tommot,58.9564,58.9564,32.99,79,100,10.09,RU,1683165293
386,shelui,-4.3667,-4.3667,68.36,81,95,2.55,TZ,1683165293
387,luocheng,29.3848,29.3848,74.43,71,87,2.91,CN,1683165293
388,tomatlan,19.9333,19.9333,75.65,58,100,2.93,MX,1683165293
389,energetik,51.7445,51.7445,49.53,38,52,10.85,RU,1683165294
390,zaraza,9.3503,9.3503,79.12,66,2,7.16,VE,1683165294
391,concepcion,-36.827,-36.827,49.8,87,0,6.91,CL,1683165294
392,tarabha,20.7333,20.7333,81.12,63,98,4.0,IN,1683165294
393,ulundi,-28.3352,-28.3352,63.46,97,94,1.99,ZA,1683165294
394,togur,58.3631,58.3631,46.15,60,100,5.21,RU,1683165294
395,palm valley,30.1775,30.1775,73.51,53,0,7.92,US,1683165294
396,aqsay,51.1678,51.1678,58.82,27,100,12.73,KZ,1683165295
397,san juan,-31.5375,-31.5375,59.79,33,0,4.41,AR,1683165085
398,touba,8.2833,8.2833,70.54,89,13,3.38,CI,1683165295
399,villa gesell,-37.2639,-37.2639,52.05,81,0,10.2,AR,1683165295
400,kapit,2.0167,2.0167,87.58,66,90,1.05,MY,1683165295
401,juan griego,11.0817,11.0817,80.73,83,19,17.27,VE,1683165295
402,swift current,50.2834,50.2834,77.81,18,0,8.05,CA,1683165295
403,nar'yan-mar,67.6713,67.6713,32.5,96,100,10.18,RU,1683165295
404,tafuna,-14.3358,-14.3358,75.15,94,100,4.61,AS,1683165296
405,fort st. john,56.2499,56.2499,75.09,15,20,12.66,CA,1683165296
406,coos bay,43.3665,43.3665,56.98,82,75,8.05,US,1683165088
407,gadzhiyevo,69.2551,69.2551,29.03,81,100,23.91,RU,1683165296
408,xining,36.6167,36.6167,44.76,77,100,2.93,CN,1683165296
409,westport,41.1415,41.1415,52.93,78,75,9.22,US,1683165296
410,jayapura,-2.5333,-2.5333,88.99,67,100,3.18,ID,1683165296
411,tan-tan,28.438,28.438,65.59,82,28,9.95,MA,1683165296
412,vila franca do campo,37.7167,37.7167,63.01,85,76,12.53,PT,1683165297
413,holualoa,19.6228,19.6228,80.44,75,0,13.8,US,1683165297
414,shengli,37.4564,37.4564,60.94,86,100,11.25,CN,1683165297
415,kota bharu,6.1333,6.1333,88.03,79,20,3.44,MY,1683165297
416,tarimoro,20.2833,20.2833,74.1,19,77,3.38,MX,1683165297
417,tual,-5.6667,-5.6667,83.32,80,38,13.29,ID,1683165297
418,cidreira,-30.1811,-30.1811,69.66,94,100,16.73,BR,1683165297
419,fale old settlement,-9.3852,-9.3852,83.37,75,85,12.64,TK,1683165298
420,cacak,43.8914,43.8914,53.2,93,100,2.26,RS,1683165298
421,dem'yanovo,60.3511,60.3511,40.03,82,58,7.52,RU,1683165298
422,montbrison,45.6667,45.6667,46.74,85,94,4.36,FR,1683165298
423,ta`u,-14.2336,-14.2336,81.55,78,100,14.16,AS,1683165298
424,san ignacio de velasco,-16.3667,-16.3667,66.99,97,0,3.18,BO,1683165298
425,plettenberg bay,-34.0527,-34.0527,59.43,87,11,4.65,ZA,1683165298
426,greenville,35.6127,35.6127,53.62,66,0,0.0,US,1683165299
427,yekaterinovka,52.0508,52.0508,48.63,73,86,3.76,RU,1683165299
428,east london,-33.0153,-33.0153,63.25,84,0,6.58,ZA,1683165043
429,kristiansund,63.1115,63.1115,34.45,80,40,2.3,NO,1683165299
430,usinsk,65.9939,65.9939,36.23,98,100,16.75,RU,1683165299
431,qujing,25.4833,25.4833,75.58,32,6,25.55,CN,1683165299
432,proletariy,58.4342,58.4342,36.25,91,95,7.0,RU,1683165299
433,taro,-8.3862,-8.3862,78.85,62,62,1.36,ID,1683165300
434,motygino,58.1831,58.1831,39.54,75,100,4.72,RU,1683165300
435,phalodi,27.1333,27.1333,82.38,47,100,8.72,IN,1683165300
436,taoudenni,22.6783,22.6783,93.11,7,16,8.25,ML,1683165300
437,nova vicosa,-17.8919,-17.8919,74.79,86,0,6.58,BR,1683165223
438,rikaze,29.25,29.25,45.86,38,14,3.4,CN,1683165300
439,markovo,57.3206,57.3206,43.05,69,51,1.19,RU,1683165301
440,umluj,25.0213,25.0213,76.55,57,5,8.19,SA,1683165301
441,katsuren-haebaru,26.3369,26.3369,78.82,81,100,13.8,JP,1683165301
442,shendi,16.6915,16.6915,81.57,13,10,8.19,SD,1683165301
443,coahuayana de hidalgo,18.7,18.7,75.69,75,73,2.39,MX,1683165301
444,pangody,65.85,65.85,29.32,98,100,9.62,RU,1683165302
445,st. john's,47.5649,47.5649,39.97,97,100,9.22,CA,1683165235
446,santona,43.4439,43.4439,61.93,92,95,4.38,ES,1683165302
447,galle,6.0367,6.0367,81.21,80,99,6.58,LK,1683165302
448,lago da pedra,-4.3333,-4.3333,74.55,97,100,2.84,BR,1683165302
449,barabai,-2.5833,-2.5833,87.24,70,73,1.72,ID,1683165302
450,liman,48.9884,48.9884,49.14,72,37,3.83,UA,1683165303
451,taksimo,56.3444,56.3444,40.96,47,100,5.1,RU,1683165303
452,zakamensk,50.3741,50.3741,32.7,78,100,4.0,RU,1683165303
453,tabou,4.423,4.423,79.92,84,48,6.11,CI,1683165303
454,san carlos,9.6612,9.6612,80.38,46,5,2.82,VE,1683165303
455,banda aceh,5.5577,5.5577,82.6,77,99,3.29,ID,1683165304
456,cabo san lucas,22.8909,22.8909,74.61,66,100,16.44,MX,1683165304
457,inverloch,-38.6333,-38.6333,56.66,71,100,6.42,AU,1683165304
458,kolonia,50.9333,50.9333,50.86,75,0,3.44,DE,1683165276
459,inari,68.906,68.906,26.8,81,100,9.93,FI,1683165304
460,brookings,44.3114,44.3114,69.8,26,0,4.61,US,1683165304
461,saldanha,-33.0117,-33.0117,59.23,88,13,11.72,ZA,1683165304
462,la villa del rosario,10.3258,10.3258,80.96,73,13,10.83,VE,1683165305
463,leesville,31.1435,31.1435,73.22,56,0,0.0,US,1683165093
464,antonio enes,-16.2325,-16.2325,70.23,73,6,6.71,MZ,1683165305
465,newport,51.5877,51.5877,49.51,78,100,15.79,GB,1683165092
466,hirara,24.8,24.8,82.26,83,75,16.11,JP,1683165305
467,qarauyl,48.9451,48.9451,39.07,53,38,15.66,KZ,1683165305
468,trincomalee,8.5711,8.5711,79.95,83,72,10.67,LK,1683165306
469,tinajo,29.0788,29.0788,68.88,73,0,19.57,ES,1683165306
470,floro,61.5996,61.5996,39.16,56,2,10.36,NO,1683165306
471,harstad,68.799,68.799,31.15,97,100,14.0,NO,1683165306
472,baruun-urt,46.6806,46.6806,37.42,62,100,19.8,MN,1683165306
473,luderitz,-26.6481,-26.6481,56.53,73,21,10.13,NA,1683165306
474,novaya igirma,57.1334,57.1334,40.5,77,46,0.54,RU,1683165307
475,kroya,-7.6331,-7.6331,83.32,76,21,0.87,ID,1683165307
476,kourou,5.1552,5.1552,80.65,76,97,10.11,GF,1683165307
477,mogadishu,2.0371,2.0371,82.0,77,99,13.58,SO,1683165103
478,hastings,50.8552,50.8552,52.92,40,100,15.55,GB,1683165307
479,mahina,-17.5065,-17.5065,85.77,66,75,11.5,PF,1683165307
480,beloyarskiy,63.7119,63.7119,39.96,99,100,10.74,RU,1683165307
481,lensk,60.7253,60.7253,39.61,70,56,12.59,RU,1683165308
482,chishtian,29.8,29.8,81.19,44,15,6.91,PK,1683165308
483,al khums,32.6486,32.6486,62.08,69,0,7.45,LY,1683165308
484,haiku-pauwela,20.9219,20.9219,84.22,48,40,21.85,US,1683165308
485,sakakah,29.9697,29.9697,71.17,24,0,10.49,SA,1683165308
486,aleysk,52.4926,52.4926,44.28,60,53,5.55,RU,1683165308
487,carnarvon,-24.8667,-24.8667,78.75,47,4,6.98,AU,1683165308
488,mejit,10.2753,10.2753,80.96,78,86,17.05,MH,1683165309
489,staryye ozinki,51.1786,51.1786,55.0,44,60,7.4,RU,1683165309
490,benalla,-36.55,-36.55,57.31,54,0,1.68,AU,1683165309
491,ilebo,-4.3167,-4.3167,69.53,99,100,1.03,CD,1683165309
492,puerto baquerizo moreno,-0.9,-0.9,80.42,79,18,6.93,EC,1683165309
493,luganville,-15.5333,-15.5333,83.35,76,28,10.16,VU,1683165309
494,conceicao da barra,-18.5933,-18.5933,72.52,90,0,3.98,BR,1683165309
495,newman,37.3138,37.3138,61.03,81,100,3.0,US,1683165310
496,selfoss,63.9331,63.9331,38.05,69,100,11.74,IS,1683165310
497,fort mcmurray,56.7268,56.7268,83.79,18,0,12.66,CA,1683165310
498,coxen hole,16.3244,16.3244,81.68,89,20,20.71,HN,1683165310
499,belmonte,-15.8631,-15.8631,75.65,86,3,4.16,BR,1683165310
500,yima,34.7381,34.7381,61.99,96,100,2.39,CN,1683165310
501,kavieng,-2.5744,-2.5744,84.13,72,85,6.35,PG,1683165310
502,butha-buthe,-28.8333,-28.8333,40.62,38,19,2.44,LS,1683165311
503,villa bruzual,9.3328,9.3328,82.9,44,1,1.32,VE,1683165311
504,ustyuzhna,58.8394,58.8394,32.2,85,24,4.94,RU,1683165311
505,yaren,-0.5472,-0.5472,82.99,76,62,6.76,NR,1683165311
506,abha,18.2164,18.2164,60.62,82,0,0.0,SA,1683165311
507,puerto aysen,-45.4,-45.4,47.98,99,100,5.35,CL,1683165311
508,keflavik,64.0049,64.0049,39.11,87,100,14.97,IS,1683165155
509,san andres,12.5847,12.5847,84.22,79,20,12.66,CO,1683165224
510,wainwright,52.839,52.839,68.58,43,46,8.59,CA,1683165312
511,riviere-du-loup,47.8304,47.8304,39.47,100,100,5.75,CA,1683165312
512,yulinshi,38.2906,38.2906,61.5,81,100,7.9,CN,1683165312
513,novyy urengoy,66.0833,66.0833,27.52,98,100,6.08,RU,1683165312
514,al kharj,24.155,24.155,77.58,19,0,5.84,SA,1683165312
515,gurupi,-11.7292,-11.7292,71.89,53,0,3.38,BR,1683165200
516,quatre cocos,-20.2078,-20.2078,73.51,82,2,6.17,MU,1683165313
517,as sulayyil,20.4607,20.4607,77.25,19,31,9.4,SA,1683165313
518,la libertad,-2.2333,-2.2333,82.06,83,40,3.44,EC,1683165313
519,paciran,-6.8767,-6.8767,84.34,76,33,10.33,ID,1683165313
520,val-d'or,48.1002,48.1002,46.49,71,75,8.05,CA,1683165293
521,greymouth,-42.4667,-42.4667,65.77,74,5,3.13,NZ,1683165314
522,kununurra,-15.7667,-15.7667,82.38,32,0,11.5,AU,1683165314
523,prieska,-29.6641,-29.6641,55.85,13,86,1.01,ZA,1683165314
524,zeya,53.75,53.75,50.05,46,97,14.09,RU,1683165314
525,petoskey,45.3733,45.3733,48.51,92,0,4.0,US,1683165314
526,inarajan village,13.2736,13.2736,88.77,76,100,13.29,GU,1683165314
527,san antonio,29.4241,29.4241,78.91,57,0,8.05,US,1683165062
528,hopkinsville,36.8656,36.8656,60.75,69,0,4.29,US,1683165315
529,red oak,32.5176,32.5176,76.05,65,0,6.91,US,1683165315
530,labytnangi,66.6572,66.6572,31.89,98,100,4.83,RU,1683165315
531,basco,20.4487,20.4487,80.67,84,0,15.9,PH,1683165315
532,nuuk,64.1835,64.1835,36.21,80,100,29.93,GL,1683165110
533,mahanje,-9.9333,-9.9333,56.21,90,0,2.44,TZ,1683165315
534,ketchikan,55.3422,55.3422,54.07,47,0,9.22,US,1683165315
535,nadi,-17.8,-17.8,84.2,61,40,10.36,FJ,1683165315
536,sen monorom,12.45,12.45,83.88,55,100,4.63,KH,1683165316
537,szczecinek,53.7079,53.7079,35.96,85,4,1.25,PL,1683165316
538,ust'-ordynskiy,52.805,52.805,43.43,44,99,3.8,RU,1683165316
539,torghay,49.6339,49.6339,49.06,40,0,9.71,KZ,1683165316
540,zagora,30.3484,30.3484,78.37,16,99,0.76,MA,1683165316
541,barentu,15.1139,15.1139,79.45,29,94,4.0,ER,1683165316
542,valentin gomez farias,28.2167,28.2167,68.25,25,100,14.72,MX,1683165316
543,khamis mushait,18.3064,18.3064,63.21,82,0,0.0,SA,1683165317
544,sampit,-2.5333,-2.5333,87.44,66,96,0.69,ID,1683165317
545,al jabin,14.704,14.704,58.87,71,100,3.56,YE,1683165317
546,zaozersk,69.4005,69.4005,27.54,82,100,16.87,RU,1683165317
547,sakaraha,-22.9,-22.9,61.18,69,0,2.3,MG,1683165317
548,kabompo,-13.5927,-13.5927,53.51,75,0,4.99,ZM,1683165317
